Game Title,User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Developer,Publisher,Release Year,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,User Review Text,Game Mode,Min Number of Players
"Super Mario Odyssey,27.7,Kids,49.15,Xbox,Yes,Bungie,Electronic Arts,2023,RPG,Yes,11.4,Low,Good,Poor,""Solid game, but the graphics could be better."",Offline,2"
"Tomb Raider (2013),21.1,Adults,36.73,Mobile,No,Epic Games,Electronic Arts,2010,Strategy,No,14.8,Medium,Excellent,Average,""Solid game, but the gameplay is amazing."",Offline,5"
"Sid Meier�۪s Civilization VI,29.5,Kids,23.91,Nintendo Switch,Yes,Capcom,Capcom,2023,Sports,No,53.9,Ultra,Average,Excellent,""Great game, but the graphics could be better."",Offline,5"
"Call of Duty: Modern Warfare 2,27.1,Teens,42.67,Mobile,No,CD Projekt Red,Innersloth,2012,Action,No,19.2,Low,Excellent,Poor,""Solid game, but the graphics could be better."",Offline,4"
"The Witcher 3: Wild Hunt,35.5,Adults,54.52,Mobile,No,Rockstar Games,Take-Two Interactive,2017,RPG,No,30.5,Medium,Good,Average,""Disappointing game, but too many bugs."",Offline,7"
"Super Smash Bros. Ultimate,34.9,All Ages,40.94,Xbox,Yes,Game Freak,Nintendo,2023,Adventure,Yes,47.5,Ultra,Excellent,Excellent,""Disappointing game, but the graphics could be better."",Online,3"
"Grand Theft Auto V,33.7,Kids,41.35,Mobile,No,Epic Games,Electronic Arts,2017,Strategy,No,42.0,Medium,Good,Poor,""Disappointing game, but too many bugs."",Online,2"
"Hitman 3,22.0,All Ages,34.86,Xbox,No,Innersloth,Nintendo,2013,Fighting,Yes,11.9,High,Excellent,Poor,""Amazing game, but the gameplay is amazing."",Offline,4"
"FIFA 24,29.7,All Ages,24.57,Nintendo Switch,Yes,Nintendo,Electronic Arts,2021,Strategy,No,58.3,Medium,Poor,Average,""Amazing game, but too many bugs."",Online,10"
"Portal 2,24.4,Kids,28.2,Nintendo Switch,Yes,Rockstar Games,Square Enix,2016,Shooter,Yes,28.6,High,Poor,Poor,""Great game, but the graphics could be better."",Offline,8"
"Minecraft,46.9,Kids,55.5,PlayStation,Yes,Innersloth,Square Enix,2014,Adventure,Yes,57.3,Ultra,Excellent,Poor,""Disappointing game, but the gameplay is amazing."",Offline,4"
"Super Mario Odyssey,29.6,Teens,38.47,Xbox,No,Game Freak,Electronic Arts,2017,Party,No,35.3,Ultra,Poor,Average,""Great game, but too many bugs."",Online,3"
"Tomb Raider (2013),34.2,Kids,43.46,Nintendo Switch,Yes,Nintendo,Electronic Arts,2013,Puzzle,No,46.9,Ultra,Good,Poor,""Solid game, but the gameplay is amazing."",Online,2"
"1000-Piece Puzzle,38.0,Kids,55.67,Nintendo Switch,Yes,Nintendo,Activision,2022,Sports,Yes,35.6,Ultra,Good,Good,""Amazing game, but the gameplay is amazing."",Offline,6"
"The Legend of Zelda: Breath of the Wild,31.8,Kids,34.48,PlayStation,Yes,Bungie,Take-Two Interactive,2013,Simulation,Yes,44.4,Medium,Average,Excellent,""Great game, but the graphics could be better."",Offline,4"
"The Sims 4,42.7,All Ages,50.53,Xbox,Yes,Nintendo,Nintendo,2012,Sports,Yes,53.0,High,Average,Average,""Great game, but the gameplay is amazing."",Offline,4"
"Halo Infinite,30.6,Adults,44.56,PlayStation,No,Epic Games,Square Enix,2023,Fighting,Yes,24.4,Low,Excellent,Poor,""Solid game, but the graphics could be better."",Offline,7"
"The Legend of Zelda: Breath of the Wild,35.9,Teens,38.81,Nintendo Switch,Yes,Game Freak,Activision,2015,Fighting,Yes,55.5,Low,Excellent,Poor,""Great game, but the gameplay is amazing."",Online,2"
"Tekken 7,37.0,All Ages,48.59,PlayStation,No,Innersloth,Valve,2012,Strategy,No,40.1,Medium,Average,Poor,""Solid game, but the graphics could be better."",Offline,10"
"Animal Crossing: New Horizons,34.2,Kids,51.24,Nintendo Switch,No,Game Freak,Activision,2012,Sports,No,34.8,Medium,Excellent,Average,""Solid game, but the graphics could be better."",Offline,6"
"Tetris,39.8,All Ages,51.39,Xbox,No,EA Sports,Nintendo,2016,Fighting,Yes,46.7,Medium,Excellent,Average,""Great game, but the gameplay is amazing."",Online,1"
"Overwatch 2,32.6,Teens,56.21,PlayStation,No,Game Freak,Activision,2010,Shooter,No,21.0,Low,Good,Poor,""Great game, but the gameplay is amazing."",Offline,2"
"Fall Guys,22.9,Adults,22.02,PC,No,CD Projekt Red,Nintendo,2021,Adventure,No,38.1,Medium,Poor,Excellent,""Great game, but the graphics could be better."",Online,5"
"Tomb Raider (2013),34.4,Teens,46.69,Mobile,Yes,Nintendo,Capcom,2015,Puzzle,No,33.2,Ultra,Good,Good,""Disappointing game, but the gameplay is amazing."",Offline,4"
"Street Fighter V,37.9,Kids,53.78,Nintendo Switch,Yes,Valve,Valve,2018,RPG,Yes,36.2,Low,Excellent,Average,""Great game, but the graphics could be better."",Offline,5"
"Red Dead Redemption 2,21.0,Kids,28.29,Mobile,No,Innersloth,Valve,2011,Puzzle,No,19.8,High,Poor,Average,""Great game, but too many bugs."",Online,7"
"Tekken 7,36.2,All Ages,37.91,Xbox,No,Capcom,Valve,2011,Simulation,Yes,57.7,Ultra,Poor,Poor,""Solid game, but the gameplay is amazing."",Online,7"
"Super Mario Odyssey,24.5,Teens,39.67,Xbox,Yes,Nintendo,Square Enix,2018,Adventure,Yes,17.8,Ultra,Excellent,Poor,""Great game, but the graphics could be better."",Online,1"
"Half-Life: Alyx,37.1,Adults,47.43,PlayStation,Yes,Valve,Electronic Arts,2011,Puzzle,Yes,39.0,Ultra,Excellent,Good,""Disappointing game, but the gameplay is amazing."",Online,2"
"The Elder Scrolls V: Skyrim,37.3,All Ages,40.75,Nintendo Switch,Yes,Valve,Activision,2010,RPG,No,52.5,High,Excellent,Excellent,""Great game, but too many bugs."",Online,8"
"Sid Meier�۪s Civilization VI,32.5,All Ages,56.13,PC,Yes,Nintendo,Capcom,2018,Party,No,15.6,Ultra,Excellent,Average,""Solid game, but the graphics could be better."",Online,4"
"Counter-Strike: Global Offensive,28.1,Adults,31.1,Mobile,No,Nintendo,Epic Games,2018,Action,No,48.0,Medium,Excellent,Good,""Amazing game, but too many bugs."",Online,10"
"Sid Meier�۪s Civilization VI,45.5,All Ages,55.43,Nintendo Switch,No,Valve,Activision,2017,Simulation,No,54.3,Low,Poor,Good,""Disappointing game, but too many bugs."",Online,7"
"Kingdom Hearts III,29.4,Teens,45.27,Mobile,No,Epic Games,Innersloth,2021,Sports,Yes,16.8,High,Poor,Excellent,""Amazing game, but too many bugs."",Offline,7"
"The Sims 4,36.6,Teens,42.62,PlayStation,No,Rockstar Games,Nintendo,2021,Strategy,No,57.2,Ultra,Poor,Poor,""Great game, but the gameplay is amazing."",Offline,5"
"The Legend of Zelda: Breath of the Wild,31.8,Adults,42.61,Nintendo Switch,Yes,Rockstar Games,Square Enix,2010,Simulation,No,41.2,Low,Good,Excellent,""Amazing game, but too many bugs."",Online,5"
"Kingdom Hearts III,22.8,All Ages,31.91,Xbox,Yes,Bungie,Valve,2020,Strategy,No,22.8,Medium,Average,Average,""Solid game, but the gameplay is amazing."",Offline,5"
"Among Us,39.7,Adults,49.3,PlayStation,No,CD Projekt Red,Activision,2022,Sports,Yes,45.9,High,Excellent,Poor,""Disappointing game, but the graphics could be better."",Online,10"
"The Legend of Zelda: Breath of the Wild,30.9,Teens,58.76,Xbox,Yes,Game Freak,Square Enix,2010,Fighting,Yes,10.4,Ultra,Excellent,Excellent,""Solid game, but too many bugs."",Online,1"
"Cuphead,38.3,Adults,52.2,Mobile,No,EA Sports,Valve,2013,Fighting,Yes,35.5,Medium,Average,Average,""Disappointing game, but the graphics could be better."",Offline,7"
"Hades,42.5,Teens,52.56,PlayStation,No,CD Projekt Red,Activision,2015,RPG,Yes,52.7,High,Good,Excellent,""Disappointing game, but the gameplay is amazing."",Online,4"
"Overwatch 2,33.2,Teens,49.8,PlayStation,No,Valve,Epic Games,2014,Fighting,Yes,28.3,Medium,Excellent,Excellent,""Solid game, but the graphics could be better."",Offline,3"
"Pillars of Eternity II: Deadfire,26.6,Adults,29.04,Mobile,No,Epic Games,Epic Games,2022,RPG,Yes,34.9,Ultra,Average,Excellent,""Disappointing game, but too many bugs."",Offline,10"
"Fall Guys,18.4,Kids,25.53,Nintendo Switch,Yes,Nintendo,Square Enix,2021,Adventure,Yes,15.0,Ultra,Good,Excellent,""Disappointing game, but the gameplay is amazing."",Offline,5"
"Tekken 7,37.1,Teens,48.14,Nintendo Switch,No,Game Freak,Valve,2017,Puzzle,No,42.6,Low,Excellent,Excellent,""Solid game, but the graphics could be better."",Offline,6"
"Tekken 7,35.3,Adults,42.75,Nintendo Switch,No,CD Projekt Red,Epic Games,2010,Adventure,No,47.5,Low,Average,Good,""Disappointing game, but the gameplay is amazing."",Offline,4"
"The Witcher 3: Wild Hunt,24.1,All Ages,28.29,Nintendo Switch,No,EA Sports,Innersloth,2013,Adventure,Yes,30.0,Medium,Good,Poor,""Solid game, but the gameplay is amazing."",Online,8"
"Among Us,31.0,Kids,39.31,Xbox,Yes,Nintendo,Epic Games,2019,Party,Yes,43.9,Low,Good,Average,""Amazing game, but too many bugs."",Offline,6"
"Street Fighter V,20.0,All Ages,31.15,Nintendo Switch,Yes,Bungie,Activision,2016,Shooter,Yes,19.5,Medium,Good,Good,""Great game, but the graphics could be better."",Offline,5"
"Hitman 3,30.3,All Ages,36.01,Mobile,No,Rockstar Games,Nintendo,2013,Party,Yes,38.9,Low,Average,Average,""Amazing game, but the graphics could be better."",Offline,6"
"Overwatch 2,21.9,Kids,40.46,PC,No,Capcom,Square Enix,2015,RPG,Yes,6.8,Ultra,Poor,Excellent,""Great game, but too many bugs."",Online,8"
"Animal Crossing: New Horizons,33.3,Kids,33.56,Nintendo Switch,Yes,Innersloth,Epic Games,2011,Adventure,Yes,59.7,Medium,Average,Average,""Great game, but the graphics could be better."",Offline,7"
"Halo Infinite,24.8,Adults,32.79,PC,Yes,Innersloth,Square Enix,2023,Puzzle,No,30.4,Ultra,Average,Good,""Great game, but the graphics could be better."",Online,5"
"Among Us,13.8,Teens,23.55,PC,Yes,Nintendo,Activision,2010,Shooter,No,10.0,Low,Poor,Average,""Amazing game, but the gameplay is amazing."",Offline,6"
"The Legend of Zelda: Breath of the Wild,19.9,Teens,29.47,Xbox,No,CD Projekt Red,Take-Two Interactive,2016,Shooter,No,11.1,Ultra,Poor,Good,""Solid game, but the graphics could be better."",Online,8"
"Rocket League,20.3,Adults,27.75,PlayStation,No,Bungie,Square Enix,2021,Simulation,Yes,25.5,Low,Average,Poor,""Disappointing game, but the gameplay is amazing."",Online,2"
"Sid Meier�۪s Civilization VI,25.6,Adults,22.58,PC,Yes,Innersloth,Take-Two Interactive,2017,Party,No,47.9,Low,Excellent,Poor,""Disappointing game, but the gameplay is amazing."",Online,5"
"Mario Kart 8 Deluxe,37.4,Adults,42.47,PC,Yes,Epic Games,Electronic Arts,2010,Action,Yes,59.8,High,Excellent,Good,""Amazing game, but too many bugs."",Online,5"
"The Elder Scrolls V: Skyrim,20.6,All Ages,32.4,Mobile,No,Bungie,Valve,2010,Party,No,14.6,Ultra,Poor,Excellent,""Solid game, but the gameplay is amazing."",Offline,4"
"Overwatch 2,30.4,Kids,49.77,Nintendo Switch,Yes,Game Freak,Square Enix,2022,Puzzle,Yes,23.2,Ultra,Good,Average,""Great game, but the gameplay is amazing."",Offline,5"
"Red Dead Redemption 2,25.6,Teens,47.72,Nintendo Switch,No,Capcom,Nintendo,2021,Fighting,Yes,7.1,Low,Excellent,Average,""Solid game, but the gameplay is amazing."",Online,8"
"Tomb Raider (2013),39.3,Teens,41.4,Nintendo Switch,Yes,Game Freak,Activision,2023,Fighting,No,57.3,Ultra,Poor,Average,""Solid game, but the graphics could be better."",Offline,10"
"Sid Meier�۪s Civilization VI,24.1,Adults,30.15,Mobile,No,CD Projekt Red,Valve,2022,Sports,No,32.6,Ultra,Good,Good,""Amazing game, but the gameplay is amazing."",Online,1"
"Call of Duty: Modern Warfare 2,21.6,Teens,36.54,Mobile,No,Capcom,Square Enix,2013,Sports,No,7.9,Medium,Poor,Average,""Disappointing game, but the graphics could be better."",Offline,6"
"Just Dance 2024,46.0,Teens,57.87,Mobile,No,Epic Games,Square Enix,2019,RPG,No,56.3,Low,Excellent,Poor,""Solid game, but too many bugs."",Offline,2"
"Red Dead Redemption 2,33.2,All Ages,56.65,PC,No,Epic Games,Take-Two Interactive,2012,Simulation,Yes,13.9,Medium,Average,Good,""Disappointing game, but the graphics could be better."",Online,4"
"Rocket League,23.4,Adults,21.39,Nintendo Switch,Yes,Capcom,Capcom,2017,Sports,No,45.0,Low,Excellent,Good,""Disappointing game, but too many bugs."",Online,8"
"Stardew Valley,35.3,Adults,56.31,PC,No,Epic Games,Electronic Arts,2015,Adventure,No,22.6,Low,Poor,Good,""Great game, but too many bugs."",Offline,7"
"Hades,33.5,Kids,44.21,Mobile,No,Valve,Take-Two Interactive,2010,Shooter,No,33.0,Low,Average,Average,""Amazing game, but too many bugs."",Online,2"
"FIFA 24,18.2,Adults,21.17,Mobile,No,Valve,Epic Games,2015,Adventure,No,21.6,Ultra,Good,Excellent,""Solid game, but the graphics could be better."",Online,8"
"Portal 2,32.5,Adults,39.21,Nintendo Switch,No,EA Sports,Nintendo,2016,Simulation,No,37.6,High,Excellent,Average,""Great game, but the graphics could be better."",Offline,1"
"The Legend of Zelda: Breath of the Wild,27.2,All Ages,23.34,PC,No,Valve,Take-Two Interactive,2017,RPG,Yes,52.3,High,Good,Poor,""Amazing game, but the graphics could be better."",Online,7"
"Rocket League,35.1,Adults,55.11,PC,No,Capcom,Square Enix,2014,Strategy,No,20.1,High,Excellent,Good,""Disappointing game, but too many bugs."",Offline,10"
"Overwatch 2,25.8,Kids,24.05,PC,No,EA Sports,Square Enix,2019,Action,Yes,48.6,Ultra,Average,Good,""Solid game, but the gameplay is amazing."",Online,3"
"Half-Life: Alyx,38.5,Adults,41.61,PlayStation,No,Game Freak,Electronic Arts,2016,Party,No,56.5,Medium,Average,Poor,""Great game, but the graphics could be better."",Online,5"
"Super Mario Odyssey,28.0,Teens,29.32,Xbox,Yes,Valve,Electronic Arts,2021,Puzzle,No,46.7,Medium,Poor,Poor,""Disappointing game, but too many bugs."",Offline,8"
"Super Mario Odyssey,33.0,Kids,32.35,Mobile,Yes,EA Sports,Valve,2023,Shooter,Yes,55.5,Medium,Average,Average,""Great game, but the gameplay is amazing."",Online,4"
"Hitman 3,35.1,Kids,47.86,PC,Yes,Nintendo,Activision,2014,Party,Yes,31.3,Ultra,Excellent,Poor,""Amazing game, but the graphics could be better."",Online,6"
"Counter-Strike: Global Offensive,25.7,Teens,26.38,PC,No,Valve,Take-Two Interactive,2022,Fighting,Yes,46.3,High,Excellent,Good,""Great game, but the gameplay is amazing."",Online,7"
"Red Dead Redemption 2,26.8,Adults,28.38,Mobile,No,Nintendo,Nintendo,2012,Adventure,Yes,37.0,High,Good,Excellent,""Amazing game, but the gameplay is amazing."",Online,1"
"Pok̩mon Scarlet & Violet,43.3,Kids,57.5,Xbox,No,Game Freak,Capcom,2018,Puzzle,No,48.0,Ultra,Good,Excellent,""Solid game, but too many bugs."",Offline,3"
"Half-Life: Alyx,18.0,All Ages,22.74,PlayStation,No,Bungie,Innersloth,2014,Adventure,Yes,26.1,Low,Excellent,Average,""Great game, but the gameplay is amazing."",Offline,6"
"Cuphead,25.4,Teens,30.63,PC,No,Capcom,Valve,2019,Puzzle,No,34.3,Ultra,Excellent,Poor,""Disappointing game, but the graphics could be better."",Offline,1"
"Fortnite,45.5,Teens,58.49,PlayStation,Yes,Innersloth,Electronic Arts,2022,Sports,Yes,52.2,Medium,Good,Good,""Great game, but the gameplay is amazing."",Online,8"
"League of Legends,22.8,Adults,36.09,Xbox,Yes,Capcom,Epic Games,2018,Puzzle,No,21.3,Ultra,Excellent,Good,""Disappointing game, but too many bugs."",Online,8"
"Counter-Strike: Global Offensive,35.0,Adults,50.81,PC,No,EA Sports,Activision,2015,Simulation,No,37.0,High,Poor,Excellent,""Amazing game, but the graphics could be better."",Online,5"
"Tomb Raider (2013),33.1,Adults,36.24,PC,Yes,Capcom,Epic Games,2021,Sports,No,49.8,High,Good,Average,""Amazing game, but the gameplay is amazing."",Offline,2"
"Tetris,24.1,All Ages,20.55,PlayStation,Yes,Rockstar Games,Capcom,2019,Sports,No,41.4,Ultra,Good,Good,""Amazing game, but the graphics could be better."",Offline,8"
"1000-Piece Puzzle,15.2,Teens,24.46,Xbox,Yes,EA Sports,Nintendo,2021,Strategy,No,7.1,Medium,Poor,Poor,""Disappointing game, but the gameplay is amazing."",Offline,1"
"The Witcher 3: Wild Hunt,31.5,Kids,43.82,PlayStation,Yes,Game Freak,Innersloth,2010,Adventure,No,26.2,Ultra,Poor,Good,""Amazing game, but the graphics could be better."",Offline,10"
"Fortnite,19.8,Kids,20.22,PC,Yes,Game Freak,Valve,2015,Party,Yes,36.9,Ultra,Average,Excellent,""Disappointing game, but too many bugs."",Online,1"
"Sid Meier�۪s Civilization VI,28.1,Teens,46.9,PlayStation,No,Game Freak,Valve,2023,Simulation,Yes,20.2,Ultra,Poor,Good,""Solid game, but too many bugs."",Offline,3"
"Hitman 3,40.4,Adults,53.18,PC,Yes,CD Projekt Red,Activision,2015,RPG,Yes,40.6,Low,Good,Poor,""Disappointing game, but too many bugs."",Online,7"
"Ghost of Tsushima,33.7,Adults,50.33,Nintendo Switch,No,Rockstar Games,Square Enix,2012,Strategy,Yes,23.8,Low,Poor,Good,""Disappointing game, but too many bugs."",Online,10"
"Ghost of Tsushima,22.2,Adults,30.9,PlayStation,Yes,Epic Games,Activision,2021,Adventure,Yes,22.3,Low,Good,Excellent,""Solid game, but too many bugs."",Offline,4"
"Rocket League,35.4,Adults,43.74,PlayStation,Yes,Innersloth,Electronic Arts,2010,Sports,No,48.2,Low,Good,Excellent,""Solid game, but too many bugs."",Online,1"
"Spelunky 2,38.8,Adults,49.9,Nintendo Switch,Yes,EA Sports,Take-Two Interactive,2019,Sports,Yes,43.2,Medium,Good,Average,""Great game, but the gameplay is amazing."",Offline,5"
"Portal 2,23.9,Adults,36.37,PlayStation,No,Rockstar Games,Valve,2023,Fighting,No,20.8,High,Good,Good,""Solid game, but too many bugs."",Online,4"
"The Sims 4,33.8,Adults,34.07,Nintendo Switch,Yes,Valve,Take-Two Interactive,2023,Party,Yes,50.0,High,Poor,Excellent,""Amazing game, but too many bugs."",Offline,2"
"Red Dead Redemption 2,23.3,Kids,32.86,PC,Yes,Bungie,Capcom,2016,Party,Yes,24.8,Medium,Average,Excellent,""Great game, but the graphics could be better."",Online,7"
"Tekken 7,27.0,All Ages,29.62,PC,No,Innersloth,Epic Games,2023,RPG,No,46.7,High,Excellent,Good,""Amazing game, but the graphics could be better."",Online,5"
"Call of Duty: Modern Warfare 2,29.5,Kids,38.04,Mobile,No,Rockstar Games,Capcom,2012,Action,No,35.8,Low,Poor,Poor,""Solid game, but the graphics could be better."",Offline,3"
"Overwatch 2,41.7,Adults,58.96,PlayStation,Yes,Innersloth,Square Enix,2018,Strategy,Yes,41.1,Medium,Good,Poor,""Amazing game, but the graphics could be better."",Online,10"
"Mario Kart 8 Deluxe,28.9,All Ages,48.73,PC,Yes,Rockstar Games,Innersloth,2015,Shooter,Yes,20.4,Ultra,Good,Poor,""Solid game, but too many bugs."",Offline,10"
"Minecraft,38.9,Adults,53.82,PC,Yes,Game Freak,Epic Games,2022,Party,Yes,41.0,High,Good,Average,""Solid game, but the gameplay is amazing."",Online,4"
"The Legend of Zelda: Breath of the Wild,35.6,Kids,56.72,PC,No,Rockstar Games,Take-Two Interactive,2011,RPG,No,28.1,Medium,Good,Average,""Amazing game, but too many bugs."",Offline,10"
"Ghost of Tsushima,19.2,Kids,23.25,Xbox,No,EA Sports,Square Enix,2016,Shooter,No,25.4,Ultra,Average,Poor,""Disappointing game, but the gameplay is amazing."",Online,1"
"Among Us,35.8,Teens,50.13,Nintendo Switch,Yes,Bungie,Nintendo,2011,Action,No,36.1,Low,Excellent,Poor,""Solid game, but too many bugs."",Offline,1"
"Pillars of Eternity II: Deadfire,20.2,Adults,38.02,PlayStation,No,Epic Games,Innersloth,2020,Simulation,Yes,8.8,Low,Average,Good,""Solid game, but the graphics could be better."",Online,2"
"Minecraft,17.7,Kids,34.07,PC,Yes,Bungie,Take-Two Interactive,2019,Simulation,Yes,7.1,Ultra,Excellent,Excellent,""Disappointing game, but the graphics could be better."",Offline,2"
"Pillars of Eternity II: Deadfire,16.2,All Ages,21.68,Xbox,No,CD Projekt Red,Valve,2021,RPG,Yes,15.0,High,Excellent,Excellent,""Great game, but too many bugs."",Online,8"
"Sid Meier�۪s Civilization VI,25.1,Adults,35.33,Nintendo Switch,No,CD Projekt Red,Activision,2012,Fighting,Yes,30.7,Ultra,Average,Poor,""Disappointing game, but the graphics could be better."",Online,5"
"The Sims 4,33.9,Adults,46.56,PC,No,Epic Games,Nintendo,2017,Sports,No,35.5,Low,Excellent,Poor,""Solid game, but the graphics could be better."",Online,5"
"Half-Life: Alyx,22.9,Teens,39.76,PlayStation,Yes,EA Sports,Innersloth,2011,Strategy,No,6.2,Ultra,Excellent,Excellent,""Great game, but the gameplay is amazing."",Online,4"
"Tekken 7,36.3,Adults,47.87,PlayStation,No,Rockstar Games,Activision,2015,Simulation,No,35.2,Low,Good,Poor,""Great game, but the graphics could be better."",Offline,6"
"Stardew Valley,28.8,Adults,22.7,Xbox,No,Innersloth,Take-Two Interactive,2016,Party,Yes,53.4,Low,Poor,Good,""Amazing game, but the graphics could be better."",Offline,2"
"The Sims 4,27.9,All Ages,28.94,Mobile,No,Capcom,Square Enix,2019,Strategy,No,42.7,High,Poor,Poor,""Solid game, but the graphics could be better."",Offline,8"
